run_id,timestamp,batch_index,molecule_index,smiles,canonical_smiles,targetA_raw,targetA_score,offTargetB_raw,offTargetB_score,off_target_penalty,total_reward,aggregation_mode,targetA_reason,offTargetB_reason
dual_selective_b1_vs_b2_a6000,2026-02-21T03:21:00,1,0,CCOC(=O)C1C(C)C1(Cl)Cl,CCOC(=O)C1C(C)C1(Cl)Cl,0.16037623584270477,0.061978221284179756,0.17518730709950128,0.0692349207593885,0.0,0.0,weighted_sum,ok,ok
dual_selective_b1_vs_b2_a6000,2026-02-21T03:21:00,1,1,COc1ccc(S(=O)(=O)N2Cc3ccccc3CC2CC(=O)NCCC(=O)O)cc1,COc1ccc(S(=O)(=O)N2Cc3ccccc3CC2CC(=O)NCCC(=O)O)cc1,0.2904188583294551,0.15753968886406147,0.20222130914529166,0.08453786004747882,0.0,0.03650091440829133,weighted_sum,ok,ok
dual_selective_b1_vs_b2_a6000,2026-02-21T03:21:00,1,2,C=C(C)C1CC2=C(CCCC2(C)C)C2=CC(C)CCC21,C=C(C)C1CC2=C(CCCC2(C)C)C2=CC(C)CCC21,0.29076290875673294,0.15790533484305816,0.31154154737790424,0.18128470886195625,0.0,0.0,weighted_sum,ok,ok
dual_selective_b1_vs_b2_a6000,2026-02-21T03:21:00,1,3,CSc1ccc2[nH]c(-c3ccc(-n4ccnc4)cc3)nc2c1,CSc1ccc2[nH]c(-c3ccc(-n4ccnc4)cc3)nc2c1,0.3090516924858093,0.17834708995923707,0.29757347454627353,0.1652859504471155,0.0,0.006530569756060783,weighted_sum,ok,ok
dual_selective_b1_vs_b2_a6000,2026-02-21T03:21:00,1,4,CCN1C(=O)C(C)(C(=O)N=c2cc(C)[nH][nH]2)S(=O)(=O)c2ccccc21,CCN1C(=O)C(C)(C(=O)N=c2cc(C)[nH][nH]2)S(=O)(=O)c2ccccc21,0.23539437353610992,0.10747032382415045,0.32222039500872296,0.19431115714452135,0.0,0.0,weighted_sum,ok,ok
dual_selective_b1_vs_b2_a6000,2026-02-21T03:21:00,1,5,CNCc1ccccc1Oc1cc(Cl)ccc1Cl,CNCc1ccccc1Oc1cc(Cl)ccc1Cl,0.2148150751988093,0.09266848878015323,0.2214027593533198,0.0971958238058962,0.0,0.0,weighted_sum,ok,ok
dual_selective_b1_vs_b2_a6000,2026-02-21T03:21:00,1,6,Cc1ccc(NC(O)c2cc3ccccc3o2)c(C)c1,Cc1ccc(NC(O)c2cc3ccccc3o2)c(C)c1,0.22987854480743408,0.10331040644501052,0.3160744806130727,0.18672928312300727,0.0,0.0,weighted_sum,ok,ok
dual_selective_b1_vs_b2_a6000,2026-02-21T03:21:00,1,7,Cc1cc(C#N)ccc1-n1nc(C(=O)NC(C)(C)C)cc1C,Cc1cc(C#N)ccc1-n1nc(C(=O)NC(C)(C)C)cc1C,0.15975730121135712,0.06169098122105353,0.16985844324032465,0.06653766385951805,0.0,0.0,weighted_sum,ok,ok
dual_selective_b1_vs_b2_a6000,2026-02-21T03:29:09,2,0,Cn1nnc2cc(C(=O)Nc3scnc3C(=O)NCCC(=O)O)ccc21,Cn1nnc2cc(C(=O)Nc3scnc3C(=O)NCCC(=O)O)ccc21,0.3306075930595398,0.20503143640535698,0.2068394273519516,0.08744130956546499,0.0,0.058795063419945996,weighted_sum,ok,ok
dual_selective_b1_vs_b2_a6000,2026-02-21T03:29:09,2,1,CC(=O)NS(=O)(=O)OCC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O,CC(=O)NS(=O)(=O)OCC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O,0.19094554086526236,0.0778132753743729,0.3208334942658742,0.19258004373960294,0.0,0.0,weighted_sum,ok,ok
dual_selective_b1_vs_b2_a6000,2026-02-21T03:29:09,2,2,CCN1C2=NCCN2C(=O)C(C)=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CCN1C2=NCCN2C(=O)C(C)=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.18073977530002594,0.0721527446987155,0.2419679214557012,0.11261973544367092,0.0,0.0,weighted_sum,ok,ok
