run_id,timestamp,batch_index,molecule_index,smiles,canonical_smiles,targetA_raw,targetA_score,offTargetB_raw,offTargetB_score,off_target_penalty,total_reward,aggregation_mode,targetA_reason,offTargetB_reason
single_target_b1_a6000,2026-02-20T16:10:33,1,0,CCOc1ccc(Cc2cc(C3OC(CSc4nc5cc(OC)ccc5s4)C(O)C(O)C3O)ccc2C)cc1,CCOc1ccc(Cc2cc(C3OC(CSc4nc5cc(OC)ccc5s4)C(O)C(O)C3O)ccc2C)cc1,0.20863350729147592,0.08859338514336851,0.0,0.0,0.0,0.08859338514336851,single,ok,single_mode
single_target_b1_a6000,2026-02-20T16:10:33,1,1,Cn1ccc(CNC(=O)C2CN3CCC2CC3)c1,Cn1ccc(CNC(=O)C2CN3CCC2CC3)c1,0.11615873873233795,0.04433088654708119,0.0,0.0,0.0,0.04433088654708119,single,ok,single_mode
single_target_b1_a6000,2026-02-20T16:10:33,1,2,COc1cc(NC(=O)c2n[nH]n(Cc3ccc(F)cc3)c2=N)ccc1OC1CCNCC1,COc1cc(NC(=O)c2n[nH]n(Cc3ccc(F)cc3)c2=N)ccc1OC1CCNCC1,0.25587010383605957,0.12422234567058021,0.0,0.0,0.0,0.12422234567058021,single,ok,single_mode
single_target_b1_a6000,2026-02-20T16:10:33,1,3,COc1ccc(Cn2cncc2CC(=O)N=c2[nH]c(-c3ccc(F)c(C(F)(F)F)c3)cs2)cc1,COc1ccc(Cn2cncc2CC(=O)N=c2[nH]c(-c3ccc(F)c(C(F)(F)F)c3)cs2)cc1,0.30033940076828003,0.16836144455544313,0.0,0.0,0.0,0.16836144455544313,single,ok,single_mode
single_target_b1_a6000,2026-02-20T16:10:33,1,4,CCOc1ccc(NC(=O)CSc2nccnc2-c2cccc(F)c2)cc1,CCOc1ccc(NC(=O)CSc2nccnc2-c2cccc(F)c2)cc1,0.21572176118691763,0.09328017417457808,0.0,0.0,0.0,0.09328017417457808,single,ok,single_mode
single_target_b1_a6000,2026-02-20T16:10:33,1,5,N#CN1CCN(c2ccc([N+](=O)[O-])cc2C(=O)N2CCc3ccc(C(O)=NO)cc3C2)CC1,N#CN1CCN(c2ccc([N+](=O)[O-])cc2C(=O)N2CCc3ccc(C(O)=NO)cc3C2)CC1,0.2264293134212494,0.10078202137297589,0.0,0.0,0.0,0.10078202137297589,single,ok,single_mode
single_target_b1_a6000,2026-02-20T16:10:33,1,6,CCOC(=O)C(c1ccccc1)S(=O)(=O)c1ccc(F)cc1,CCOC(=O)C(c1ccccc1)S(=O)(=O)c1ccc(F)cc1,0.14704556514819464,0.05606024237497521,0.0,0.0,0.0,0.05606024237497521,single,ok,single_mode
single_target_b1_a6000,2026-02-20T16:10:33,1,7,Cc1ccc(NC(=O)c2cccc(O)c2)cc1N=c1cc[nH]c2ccc(-c3ccsc3)cc12,Cc1ccc(NC(=O)c2cccc(O)c2)cc1N=c1cc[nH]c2ccc(-c3ccsc3)cc12,0.1558034842212995,0.05988522663553243,0.0,0.0,0.0,0.05988522663553243,single,ok,single_mode
single_target_b1_a6000,2026-02-20T16:10:33,1,8,O=C(NCCC(F)(F)F)N1CCC(c2nc(-c3ccc(F)cc3)co2)CC1,O=C(NCCC(F)(F)F)N1CCC(c2nc(-c3ccc(F)cc3)co2)CC1,0.280834823846817,0.1476287607886972,0.0,0.0,0.0,0.1476287607886972,single,ok,single_mode
single_target_b1_a6000,2026-02-20T16:10:33,1,9,O=c1c2ccccc2nc2n1CCc1c-2c2ccccc2[nH]c1=Nc1cccc(Br)c1,O=c1c2ccccc2nc2n1CCc1c-2c2ccccc2[nH]c1=Nc1cccc(Br)c1,0.3344329595565796,0.21006455751308134,0.0,0.0,0.0,0.21006455751308134,single,ok,single_mode
